,fecha,portero_l,defensas_l,centrocampistas_l,delanteros_l,alineacion_l,local,Resultado_l,gol_l,gol_v,Resultado_v,visitante,alineacion_v,portero_v,defensas_v,centrocampistas_v,delanteros_v,victorias_l,empates,victorias_v
160,2021-12-10,68.17,62.25,66.76,61.17,4-2-3-1,MALLORCA,E,0,0,E,CELTA,4-3-3,68.0,60.17,68.75,72.67,15,10,19
161,2021-12-11,72.67,64.5,68.0,69.56,4-2-3-1,ESPANYOL,G,4,3,P,LEVANTE,4-4-2,68.33,66.0,72.28,69.67,15,14,10
162,2021-12-11,78.5,58.04,61.0,63.09,4-5-1,DEPORTIVO ALAVES,E,1,1,E,GETAFE,5-3-2,77.0,59.67,65.5,65.42,6,8,4
163,2021-12-11,79.0,63.06,71.54,65.46,4-4-2,VALENCIA,G,2,1,P,ELCHE,4-4-2,73.17,48.79,63.75,67.83,26,11,17
164,2021-12-11,77.17,67.17,69.28,51.11,4-4-2,ATHLETIC,P,0,1,G,SEVILLA,4-2-3-1,73.0,68.29,70.9,64.17,73,31,71
165,2021-12-12,76.83,68.08,66.61,67.4,4-4-2,VILLARREAL,G,2,0,P,RAYO VALLECANO,4-2-3-1,70.5,57.92,63.89,67.0,13,6,6
166,2021-12-12,72.5,59.69,61.67,64.56,4-2-3-1,OSASUNA,E,2,2,E,BARCELONA,3-5-2,86.33,61.39,68.06,67.78,18,18,52
167,2021-12-12,76.83,67.5,71.12,64.75,4-2-3-1,REAL BETIS,G,4,0,P,R. SOCIEDAD,4-2-3-1,77.67,61.77,64.0,71.04,38,28,47
168,2021-12-12,81.5,74.88,73.67,74.33,4-3-3,REAL MADRID,G,2,0,P,ATLETICO,4-4-2,85.83,63.92,74.5,75.29,112,59,57
169,2021-12-13,72.5,61.95,64.73,65.83,4-5-1,CADIZ,E,1,1,E,GRANADA,4-4-2,71.83,60.84,67.92,65.04,25,17,24
170,2021-12-17,68.0,60.83,67.83,72.89,4-4-2,CELTA,G,3,1,P,ESPANYOL,4-2-3-1,72.67,64.67,69.17,67.83,43,33,57
171,2021-12-18,70.5,57.92,63.89,67.0,4-2-3-1,RAYO VALLECANO,G,2,0,P,DEPORTIVO ALAVES,4-4-2,78.5,55.33,59.72,61.04,16,7,15
172,2021-12-18,77.83,62.38,70.56,71.28,4-5-1,R. SOCIEDAD,P,1,3,G,VILLARREAL,4-4-2,76.83,64.13,67.67,67.4,11,16,18
173,2021-12-18,86.33,63.71,68.0,69.92,4-3-3,BARCELONA,G,3,2,P,ELCHE,4-4-2,73.17,62.0,63.75,66.17,31,12,9
174,2021-12-18,73.0,65.29,73.04,72.93,4-3-3,SEVILLA,G,2,1,P,ATLETICO,3-6-1,85.83,67.44,75.25,75.0,58,56,71
175,2021-12-19,71.83,60.84,67.92,67.0,4-4-2,GRANADA,G,4,1,P,MALLORCA,4-2-3-1,68.17,62.38,65.32,66.75,18,7,12
176,2021-12-19,70.83,63.5,68.22,51.11,4-4-2,ATHLETIC,G,3,2,P,REAL BETIS,4-2-3-1,76.83,67.5,68.25,64.75,53,42,37
177,2021-12-19,77.0,59.67,65.5,65.42,5-3-2,GETAFE,G,1,0,P,OSASUNA,4-3-3,72.5,60.69,62.89,67.78,13,13,12
178,2021-12-19,81.5,75.29,72.94,74.44,4-3-3,REAL MADRID,E,0,0,E,CADIZ,4-2-3-1,72.5,62.22,64.73,65.67,24,6,5
179,2021-12-20,68.33,63.03,66.25,69.53,4-4-2,LEVANTE,P,3,4,G,VALENCIA,4-4-2,79.0,63.5,69.48,66.92,8,9,21
180,2021-12-31,79.0,64.25,71.54,65.46,4-4-2,VALENCIA,P,1,2,G,ESPANYOL,4-4-2,72.67,64.5,68.83,66.96,87,35,60
181,2022-01-02,77.0,57.7,65.5,65.42,5-3-2,GETAFE,G,1,0,P,REAL MADRID,4-3-3,81.5,75.29,73.67,73.61,5,4,24
182,2022-01-02,85.83,70.0,73.94,75.0,4-4-2,ATLETICO,G,2,0,P,RAYO VALLECANO,4-2-3-1,65.83,59.5,64.67,66.58,22,10,9
183,2022-01-02,73.17,63.33,61.44,64.17,4-2-3-1,ELCHE,E,0,0,E,GRANADA,4-4-2,71.83,60.84,67.92,67.0,14,18,22
184,2022-01-02,78.5,58.04,58.06,61.04,4-4-2,DEPORTIVO ALAVES,E,1,1,E,R. SOCIEDAD,4-2-3-1,77.67,62.0,70.56,70.17,21,10,29
185,2022-01-02,76.83,67.5,70.39,65.78,4-2-3-1,REAL BETIS,P,0,2,G,CELTA,4-4-2,68.0,61.1,68.54,72.89,33,23,26
186,2022-01-02,68.17,62.25,65.46,64.83,4-2-3-1,MALLORCA,P,0,1,G,BARCELONA,4-3-3,86.33,60.52,70.8,63.5,17,12,38
187,2022-01-03,76.83,64.12,64.5,68.92,4-4-2,VILLARREAL,G,5,0,P,LEVANTE,4-5-1,79.0,63.03,69.75,66.83,28,12,21
188,2022-01-03,72.5,60.92,61.67,62.78,5-3-2,OSASUNA,P,1,3,G,ATHLETIC,4-4-2,77.17,67.92,68.7,73.67,22,26,42
189,2022-01-03,72.5,62.2,64.68,63.17,4-2-3-1,CADIZ,P,0,1,G,SEVILLA,4-3-3,73.0,71.56,71.53,72.93,6,12,24
190,2022-01-08,79.0,59.67,69.11,64.83,5-3-2,LEVANTE,G,2,0,P,MALLORCA,4-2-3-1,71.17,59.92,65.56,64.0,17,16,18
191,2022-01-08,77.67,60.29,71.06,71.28,4-3-3,R. SOCIEDAD,G,1,0,P,CELTA,4-4-2,68.0,60.83,68.67,72.89,55,34,41
192,2022-01-08,71.83,64.05,67.92,67.0,4-4-2,GRANADA,E,1,1,E,BARCELONA,4-3-3,86.33,69.25,64.8,69.25,7,6,42
193,2022-01-08,81.5,75.29,73.67,74.33,4-3-3,REAL MADRID,G,4,1,P,VALENCIA,4-2-3-1,79.0,62.5,69.41,68.61,107,42,57
194,2022-01-09,65.83,57.92,64.48,67.5,4-2-3-1,RAYO VALLECANO,E,1,1,E,REAL BETIS,4-2-3-1,76.83,65.96,68.25,67.83,11,13,20
195,2022-01-09,75.0,70.38,70.96,70.33,4-3-3,SEVILLA,G,1,0,P,GETAFE,5-3-2,77.0,60.2,64.56,63.92,18,7,13
196,2022-01-09,78.5,57.42,58.58,62.7,4-4-2,DEPORTIVO ALAVES,E,0,0,E,ATHLETIC,4-4-2,77.17,67.92,68.7,73.67,9,11,35
197,2022-01-09,72.5,62.15,61.67,62.42,4-4-2,OSASUNA,G,2,0,P,CADIZ,4-2-3-1,72.5,63.17,64.73,65.33,23,15,10
198,2022-01-09,76.83,64.13,67.72,71.33,4-2-3-1,VILLARREAL,E,2,2,E,ATLETICO,4-4-2,85.83,67.94,74.96,74.17,14,12,15
199,2022-01-10,72.17,64.5,67.42,68.17,4-4-2,ESPANYOL,P,1,2,G,ELCHE,4-4-2,73.17,61.88,60.33,65.21,18,12,14
200,2021-12-22,70.83,64.25,68.36,73.83,4-4-2,ATHLETIC,P,1,2,G,REAL MADRID,4-3-3,81.5,71.29,73.06,74.44,75,44,118
201,2022-01-16,73.17,51.92,60.33,65.21,4-4-2,ELCHE,G,1,0,P,VILLARREAL,4-4-2,76.83,64.13,67.67,69.95,6,12,7
202,2022-01-18,78.5,58.08,71.12,63.67,4-2-3-1,REAL BETIS,G,4,0,P,DEPORTIVO ALAVES,4-4-2,78.5,56.21,61.83,64.7,18,9,10
203,2022-01-18,72.5,63.26,63.42,63.51,4-4-2,CADIZ,E,2,2,E,ESPANYOL,4-2-3-1,72.67,61.38,69.11,69.56,10,10,16
204,2022-01-19,68.0,60.83,68.67,72.89,4-4-2,CELTA,G,2,0,P,OSASUNA,4-5-1,72.5,63.8,62.89,63.11,34,10,29
205,2022-01-19,79.0,65.09,66.78,64.75,3-5-2,VALENCIA,E,1,1,E,SEVILLA,4-3-3,65.33,68.42,71.46,70.33,88,34,76
206,2022-01-20,77.0,59.67,65.5,65.42,5-3-2,GETAFE,G,4,2,P,GRANADA,4-4-2,71.83,60.84,68.59,67.0,3,7,8
207,2022-02-16,85.83,60.56,74.9,73.83,4-4-2,ATLETICO,P,0,1,G,LEVANTE,5-3-2,68.33,61.47,66.61,66.83,21,7,9
208,2022-03-02,74.17,62.46,65.83,64.89,4-2-3-1,MALLORCA,P,0,2,G,R. SOCIEDAD,4-2-3-1,77.67,59.15,70.56,72.22,24,11,26
209,2022-04-24,86.33,65.46,68.0,73.94,4-3-3,BARCELONA,P,0,1,G,RAYO VALLECANO,4-2-3-1,70.5,59.92,65.06,68.33,27,8,5
210,2022-01-21,72.67,65.97,69.11,67.83,4-2-3-1,ESPANYOL,P,1,4,G,REAL BETIS,4-2-3-1,78.5,60.17,68.25,63.67,47,39,44
211,2022-01-22,79.0,65.04,66.61,68.33,4-4-2,LEVANTE,P,0,2,G,CADIZ,4-4-2,72.5,65.87,63.42,64.46,16,14,13
212,2022-01-22,76.83,66.47,66.61,68.26,4-2-3-1,VILLARREAL,G,3,0,P,MALLORCA,4-4-2,71.17,62.25,67.06,67.11,19,12,14
213,2022-01-22,75.0,68.42,69.94,72.56,4-3-3,SEVILLA,E,2,2,E,CELTA,4-4-2,68.0,60.83,68.67,72.89,54,19,45
214,2022-01-22,85.83,67.51,74.89,74.56,4-4-2,ATLETICO,G,3,2,P,VALENCIA,5-3-2,73.83,63.8,68.91,64.75,80,50,67
215,2022-01-23,71.83,61.92,66.11,64.72,4-4-2,GRANADA,P,0,2,G,OSASUNA,4-5-1,72.5,60.61,62.89,66.0,12,7,12
216,2022-01-23,81.5,75.29,73.67,74.44,4-3-3,REAL MADRID,E,2,2,E,ELCHE,4-4-2,73.17,63.08,51.67,67.29,33,11,6
217,2022-01-23,77.67,62.83,66.67,70.11,4-3-3,R. SOCIEDAD,E,0,0,E,GETAFE,5-3-2,77.0,59.67,65.54,64.5,7,8,12
218,2022-01-23,65.83,57.92,66.14,67.61,4-2-3-1,RAYO VALLECANO,P,0,1,G,ATHLETIC,4-4-2,77.17,64.42,65.24,55.94,11,11,19
219,2022-01-23,78.5,56.5,65.0,64.21,4-4-2,DEPORTIVO ALAVES,P,0,1,G,BARCELONA,4-3-3,86.33,66.88,70.78,66.78,7,7,30
220,2022-02-04,77.0,59.67,65.5,65.42,5-3-2,GETAFE,G,3,0,P,LEVANTE,3-6-1,79.0,61.56,65.83,66.83,12,16,14
221,2022-02-05,73.17,63.21,60.33,66.58,4-4-2,ELCHE,G,3,1,P,DEPORTIVO ALAVES,4-4-2,78.5,58.04,64.92,62.7,12,7,12
222,2022-02-05,74.17,62.46,65.67,62.67,4-4-2,MALLORCA,G,2,1,P,CADIZ,4-4-2,72.5,63.24,64.0,65.88,18,15,17
223,2022-02-05,68.0,61.86,68.67,72.89,4-4-2,CELTA,G,2,0,P,RAYO VALLECANO,4-2-3-1,70.5,58.25,66.75,66.08,21,17,21
224,2022-02-05,72.5,58.77,60.06,66.0,4-5-1,OSASUNA,E,0,0,E,SEVILLA,3-4-3,73.0,68.42,70.25,69.17,31,25,49
225,2022-02-06,76.42,67.68,67.41,64.5,5-4-1,VALENCIA,E,0,0,E,R. SOCIEDAD,4-3-3,77.67,63.42,71.06,72.22,68,39,50
226,2022-02-06,86.33,68.46,68.71,72.42,4-3-3,BARCELONA,G,4,2,P,ATLETICO,4-3-3,85.83,62.22,74.89,74.56,105,56,79
227,2022-02-06,76.83,62.29,71.12,64.75,4-2-3-1,REAL BETIS,P,0,2,G,VILLARREAL,4-4-2,76.83,65.23,67.67,71.61,18,10,15
228,2022-02-06,81.5,74.83,73.58,73.75,4-3-3,REAL MADRID,G,1,0,P,GRANADA,4-4-2,71.83,60.84,66.11,68.26,40,10,7
229,2022-02-07,77.17,64.42,65.82,49.97,4-4-2,ATHLETIC,G,2,1,P,ESPANYOL,4-2-3-1,72.67,62.76,70.25,65.08,84,42,68
230,2022-02-11,73.0,67.08,72.56,71.78,3-6-1,SEVILLA,G,2,0,P,ELCHE,4-4-2,73.17,61.88,60.33,64.5,23,12,14
231,2022-02-12,72.5,65.62,63.68,65.34,4-4-2,CADIZ,E,0,0,E,CELTA,4-4-2,68.0,60.83,68.67,72.89,12,7,16
232,2022-02-12,76.83,65.23,69.28,70.42,4-4-2,VILLARREAL,E,0,0,E,REAL MADRID,4-3-3,81.5,74.83,72.94,75.5,4,15,26
233,2022-02-12,70.5,58.25,62.31,67.61,4-2-3-1,RAYO VALLECANO,P,0,3,G,OSASUNA,4-5-1,72.5,60.61,62.89,66.0,20,11,13
234,2022-02-12,85.83,60.0,75.25,74.11,4-4-2,ATLETICO,G,4,3,P,GETAFE,5-3-2,77.0,58.08,66.0,64.92,25,9,4
235,2022-02-13,78.5,58.75,62.39,64.21,4-2-3-1,DEPORTIVO ALAVES,G,2,1,P,VALENCIA,4-4-2,76.42,62.75,69.54,67.94,9,9,21
236,2022-02-13,68.33,63.6,67.25,70.6,3-6-1,LEVANTE,P,2,4,G,REAL BETIS,4-2-3-1,76.83,63.2,67.62,67.83,15,9,23
237,2022-02-13,77.67,60.29,70.56,71.28,4-2-3-1,R. SOCIEDAD,G,2,0,P,GRANADA,4-4-2,71.83,61.92,66.11,67.19,26,10,23
238,2022-02-13,72.67,64.5,69.62,67.83,4-5-1,ESPANYOL,E,2,2,E,BARCELONA,4-3-3,86.33,66.88,68.71,72.42,46,48,125
239,2022-02-14,74.17,62.46,65.67,62.67,4-4-2,MALLORCA,G,3,2,P,ATHLETIC,4-4-2,77.17,60.75,66.62,19.33,18,14,31
240,2022-02-18,73.17,50.96,56.67,64.5,4-4-2,ELCHE,G,2,1,P,RAYO VALLECANO,4-2-3-1,65.83,57.92,63.89,67.0,25,6,11
241,2022-02-19,71.83,62.46,66.28,64.72,4-2-3-1,GRANADA,P,1,4,G,VILLARREAL,4-4-2,79.67,66.83,68.92,68.34,3,7,9
242,2022-02-19,72.5,60.61,62.89,66.0,4-5-1,OSASUNA,P,0,3,G,ATLETICO,4-4-2,85.83,61.55,75.17,74.56,28,15,46
243,2022-02-19,72.5,64.53,62.58,66.17,5-3-2,CADIZ,E,1,1,E,GETAFE,5-3-2,77.0,58.08,66.5,64.92,5,0,6
244,2022-02-19,81.5,74.88,75.33,74.33,4-3-3,REAL MADRID,G,3,0,P,DEPORTIVO ALAVES,4-5-1,78.5,58.12,62.39,64.21,31,3,5
245,2022-02-20,72.67,62.76,69.62,67.83,4-2-3-1,ESPANYOL,E,1,1,E,SEVILLA,4-3-3,73.0,67.39,70.94,72.92,53,34,80
246,2022-02-20,76.42,64.04,69.54,64.33,4-4-2,VALENCIA,P,1,4,G,BARCELONA,4-3-3,86.33,65.46,68.0,73.94,60,57,108
247,2022-02-20,76.83,67.5,68.25,63.67,4-2-3-1,REAL BETIS,G,2,1,P,MALLORCA,4-4-2,74.17,63.5,65.67,62.67,30,14,31
248,2022-02-20,77.17,67.17,66.39,55.56,4-4-2,ATHLETIC,G,4,0,P,R. SOCIEDAD,4-2-3-1,77.67,62.96,70.56,72.22,68,46,57
249,2022-02-21,68.0,60.83,68.67,72.89,4-4-2,CELTA,E,1,1,E,LEVANTE,5-3-2,68.33,61.47,66.61,72.23,17,8,6
250,2022-02-25,68.33,61.47,63.42,69.67,5-2-3,LEVANTE,G,3,0,P,ELCHE,4-4-2,73.17,50.96,60.33,63.88,25,21,17
251,2022-02-26,74.17,63.5,65.83,62.67,4-4-2,MALLORCA,P,0,1,G,VALENCIA,3-5-2,76.42,62.0,69.48,61.67,14,15,38
252,2022-02-26,77.0,59.67,65.5,65.42,5-3-2,GETAFE,E,2,2,E,DEPORTIVO ALAVES,4-5-1,78.5,58.75,62.39,63.71,4,9,6
253,2022-02-26,65.83,63.25,63.89,66.5,4-2-3-1,RAYO VALLECANO,P,0,1,G,REAL MADRID,4-3-3,81.5,70.88,73.67,74.33,6,4,30
254,2022-02-26,85.83,64.44,74.22,74.83,5-3-2,ATLETICO,G,2,0,P,CELTA,4-4-2,68.0,60.83,68.67,72.89,75,23,28
255,2022-02-27,76.83,64.12,69.75,68.34,4-4-2,VILLARREAL,G,5,1,P,ESPANYOL,4-2-3-1,72.67,62.76,69.62,67.83,16,21,14
256,2022-02-27,73.0,73.83,72.2,70.67,4-3-3,SEVILLA,G,2,1,P,REAL BETIS,4-2-3-1,78.5,67.5,68.25,67.83,64,32,40
257,2022-02-27,77.67,59.15,73.61,67.75,4-2-3-1,R. SOCIEDAD,G,1,0,P,OSASUNA,4-5-1,72.5,60.61,62.89,66.0,55,23,28
258,2022-02-27,86.33,66.96,65.67,73.22,4-3-3,BARCELONA,G,4,0,P,ATHLETIC,4-4-2,77.17,63.46,65.44,46.03,118,39,79
259,2022-02-28,71.83,57.8,66.56,68.26,3-4-3,GRANADA,E,0,0,E,CADIZ,3-5-2,72.5,64.36,62.58,66.17,24,18,25
260,2022-03-04,78.5,58.75,62.94,63.71,4-2-3-1,DEPORTIVO ALAVES,E,0,0,E,SEVILLA,4-3-3,73.0,73.5,71.67,72.61,9,9,20
261,2022-03-05,72.5,60.61,60.06,67.44,4-4-2,OSASUNA,G,1,0,P,VILLARREAL,4-4-2,76.83,65.47,70.39,68.34,17,8,18
262,2022-03-05,72.67,64.09,69.62,67.83,4-2-3-1,ESPANYOL,G,2,0,P,GETAFE,5-3-2,77.0,57.97,64.17,64.92,12,10,13
263,2022-03-05,73.83,65.83,68.81,67.5,4-3-3,VALENCIA,G,3,1,P,GRANADA,4-5-1,71.83,60.92,67.32,68.26,38,11,18
264,2022-03-05,81.5,74.88,73.89,72.94,4-3-3,REAL MADRID,G,4,1,P,R. SOCIEDAD,4-2-3-1,77.67,61.98,73.61,71.42,96,41,36
265,2022-03-06,72.5,65.62,62.58,66.29,4-4-2,CADIZ,G,2,0,P,RAYO VALLECANO,4-5-1,65.83,61.0,62.31,67.0,13,14,17
266,2022-03-06,73.17,50.83,56.67,66.58,4-4-2,ELCHE,P,1,2,G,BARCELONA,4-3-3,86.33,68.46,68.71,74.92,9,12,32
267,2022-03-06,68.0,60.83,68.67,73.33,4-4-2,CELTA,G,4,3,P,MALLORCA,3-5-2,74.17,63.57,65.0,61.58,19,11,15
268,2022-03-06,78.5,63.67,67.17,65.33,4-2-3-1,REAL BETIS,P,1,3,G,ATLETICO,4-4-2,85.83,65.18,74.78,74.83,32,30,69
269,2022-03-07,77.17,69.92,67.91,73.67,4-4-2,ATHLETIC,G,3,1,P,LEVANTE,5-2-3,68.33,61.47,62.5,69.67,19,8,8
270,2022-03-11,85.83,60.56,74.75,75.89,3-5-2,ATLETICO,G,2,1,P,CADIZ,4-4-2,72.5,65.62,62.58,65.92,18,8,5
271,2022-03-12,68.33,60.49,66.61,66.83,3-6-1,LEVANTE,E,1,1,E,ESPANYOL,4-5-1,72.67,64.09,69.62,67.83,10,14,16
272,2022-03-12,71.83,59.34,67.15,67.98,5-3-2,GRANADA,P,0,1,G,ELCHE,4-4-2,73.17,62.0,60.33,66.0,22,19,14
273,2022-03-12,76.83,65.5,68.92,70.42,4-4-2,VILLARREAL,G,1,0,P,CELTA,4-4-2,68.0,60.17,68.67,72.39,12,7,14
274,2022-03-12,77.0,59.67,65.5,65.42,5-3-2,GETAFE,E,0,0,E,VALENCIA,3-6-1,76.42,62.19,69.97,64.33,12,8,18
275,2022-03-13,70.5,63.25,64.48,65.83,4-2-3-1,RAYO VALLECANO,E,1,1,E,SEVILLA,4-3-3,73.0,70.72,71.5,70.5,12,8,31
276,2022-03-13,76.83,60.83,67.92,63.67,4-2-3-1,REAL BETIS,G,1,0,P,ATHLETIC,4-4-2,77.17,66.21,67.91,73.67,37,42,54
277,2022-03-13,77.67,61.44,74.11,72.5,4-5-1,R. SOCIEDAD,G,1,0,P,DEPORTIVO ALAVES,4-5-1,78.5,58.75,61.56,63.71,29,11,21
278,2022-03-13,86.33,69.25,65.67,73.94,4-3-3,BARCELONA,G,4,0,P,OSASUNA,4-5-1,72.5,62.15,60.06,65.72,52,19,18
279,2022-03-14,74.17,62.46,65.0,62.67,4-4-2,MALLORCA,P,0,3,G,REAL MADRID,4-3-3,81.5,74.42,72.94,72.94,15,12,40
280,2022-03-18,77.17,66.21,67.91,73.67,4-4-2,ATHLETIC,E,1,1,E,GETAFE,5-3-2,77.0,59.67,66.05,65.42,11,13,9
281,2022-03-19,78.5,58.75,62.17,64.91,4-4-2,DEPORTIVO ALAVES,P,2,3,G,GRANADA,5-3-2,71.83,61.37,67.15,60.31,5,4,8
282,2022-03-19,73.17,50.83,60.33,66.0,4-4-2,ELCHE,P,0,1,G,VALENCIA,4-5-1,76.42,61.23,68.91,67.5,17,11,27
283,2022-03-19,72.5,60.61,62.89,66.0,4-5-1,OSASUNA,G,3,1,P,LEVANTE,5-3-2,68.33,63.02,67.22,70.83,16,4,13
284,2022-03-19,70.5,63.25,63.89,66.5,4-2-3-1,RAYO VALLECANO,P,0,1,G,ATLETICO,5-3-2,85.83,64.42,74.75,76.42,9,10,23
285,2022-03-20,72.67,64.09,69.62,70.17,4-2-3-1,ESPANYOL,G,1,0,P,MALLORCA,4-4-2,74.17,62.38,65.44,59.67,27,12,26
286,2022-03-20,72.5,65.62,62.58,66.29,4-4-2,CADIZ,G,1,0,P,VILLARREAL,4-4-2,79.67,68.08,69.28,67.44,1,4,9
287,2022-03-20,68.0,58.9,68.67,71.94,4-4-2,CELTA,E,0,0,E,REAL BETIS,4-2-3-1,78.5,62.29,64.46,63.67,27,23,33
288,2022-03-20,75.0,70.72,71.5,74.58,4-2-3-1,SEVILLA,E,0,0,E,R. SOCIEDAD,4-5-1,77.67,60.17,71.06,71.33,49,34,50
289,2022-03-20,81.5,72.0,74.29,72.75,4-3-3,REAL MADRID,P,0,4,G,BARCELONA,4-3-3,86.33,63.17,70.78,73.94,100,52,97
290,2022-04-02,77.0,61.92,66.17,65.42,5-3-2,GETAFE,G,1,0,P,MALLORCA,5-3-2,74.17,61.92,64.0,56.92,11,9,13
291,2022-04-02,68.33,60.4,63.0,70.83,5-3-2,LEVANTE,G,2,0,P,VILLARREAL,4-4-2,76.83,63.83,67.72,70.01,21,12,29
292,2022-04-02,68.0,61.5,68.67,72.39,4-4-2,CELTA,P,1,2,G,REAL MADRID,4-3-3,81.5,75.29,73.67,74.33,34,21,72
293,2022-04-02,85.83,64.44,75.44,76.42,4-4-2,ATLETICO,G,4,1,P,DEPORTIVO ALAVES,4-3-3,78.5,58.75,65.0,63.71,17,5,10
294,2022-04-03,77.17,63.5,67.91,73.67,4-4-2,ATHLETIC,G,2,1,P,ELCHE,4-4-2,73.17,63.42,58.75,66.58,21,16,12
295,2022-04-03,78.5,66.67,60.33,66.0,4-2-3-1,REAL BETIS,G,4,1,P,OSASUNA,4-5-1,72.5,60.61,62.89,66.0,37,13,25
296,2022-04-03,71.83,60.33,67.15,64.72,4-4-2,GRANADA,E,2,2,E,RAYO VALLECANO,4-2-3-1,70.5,63.25,62.31,67.0,6,5,16
297,2022-04-03,76.42,62.32,69.97,67.5,5-4-1,VALENCIA,E,0,0,E,CADIZ,4-4-2,72.5,65.62,62.58,67.71,17,8,5
298,2022-04-03,86.33,68.46,70.78,73.94,4-3-3,BARCELONA,G,1,0,P,SEVILLA,4-3-3,73.0,66.71,70.72,74.17,111,39,45
299,2022-04-04,77.67,63.42,69.94,70.72,4-3-3,R. SOCIEDAD,G,1,0,P,ESPANYOL,4-2-3-1,71.67,64.09,67.67,68.44,61,44,53
300,2022-04-08,73.0,69.71,70.5,72.96,4-2-3-1,SEVILLA,G,4,2,P,GRANADA,3-5-2,71.83,62.0,67.59,69.93,27,13,14
301,2022-04-09,72.5,65.62,62.58,67.71,4-4-2,CADIZ,P,1,2,G,REAL BETIS,4-2-3-1,78.5,64.38,71.12,64.75,16,19,34
302,2022-04-09,74.17,63.67,65.44,54.5,5-3-2,MALLORCA,G,1,0,P,ATLETICO,3-5-2,85.83,60.0,74.5,76.06,18,14,28
303,2022-04-09,79.67,70.08,64.5,69.5,4-3-3,VILLARREAL,E,1,1,E,ATHLETIC,4-4-2,77.17,64.21,68.22,55.56,17,15,17
304,2022-04-09,81.5,75.25,73.17,72.94,4-3-3,REAL MADRID,G,2,0,P,GETAFE,5-3-2,77.0,59.67,66.22,64.92,24,4,6
305,2022-04-10,72.5,61.62,63.5,66.0,4-5-1,OSASUNA,G,1,0,P,DEPORTIVO ALAVES,4-2-3-1,78.5,59.67,62.17,64.91,34,12,24
306,2022-04-10,72.67,64.09,68.28,69.56,4-2-3-1,ESPANYOL,G,1,0,P,CELTA,4-4-2,68.0,60.17,68.67,72.89,57,33,44
307,2022-04-10,73.17,62.0,60.33,64.5,4-4-2,ELCHE,P,1,2,G,R. SOCIEDAD,4-4-2,77.67,62.83,71.33,67.42,12,9,23
308,2022-04-10,68.33,62.0,65.5,70.83,5-3-2,LEVANTE,P,2,3,G,BARCELONA,4-3-3,86.33,67.04,69.91,73.94,5,5,29
309,2022-04-11,70.5,60.25,67.94,67.0,4-2-3-1,RAYO VALLECANO,E,1,1,E,VALENCIA,4-5-1,76.42,67.5,68.85,64.75,8,12,27
310,2022-04-15,77.67,63.42,71.33,67.42,4-4-2,R. SOCIEDAD,E,0,0,E,REAL BETIS,4-2-3-1,78.5,65.83,68.25,63.67,47,28,40
311,2022-04-16,73.17,60.83,58.61,64.89,4-4-2,ELCHE,G,3,0,P,MALLORCA,5-3-2,74.17,63.67,65.0,63.0,12,14,9
312,2022-04-16,78.5,59.67,62.17,64.7,4-4-2,DEPORTIVO ALAVES,G,1,0,P,RAYO VALLECANO,4-2-3-1,70.5,59.92,62.31,67.0,15,7,17
313,2022-04-16,76.42,65.22,67.98,64.96,4-4-2,VALENCIA,P,1,2,G,OSASUNA,4-4-2,72.08,61.53,63.06,63.0,44,23,18
314,2022-04-16,77.0,57.7,65.5,65.42,5-3-2,GETAFE,P,1,2,G,VILLARREAL,4-3-3,76.83,68.21,66.61,71.61,10,8,24
315,2022-04-17,71.83,61.43,69.47,65.89,5-3-2,GRANADA,P,1,4,G,LEVANTE,5-3-2,68.33,62.0,63.0,72.23,22,10,23
316,2022-04-17,85.83,63.47,75.25,74.83,4-4-2,ATLETICO,G,2,1,P,ESPANYOL,3-5-2,72.67,63.14,70.44,67.83,98,33,59
317,2022-04-17,77.17,64.67,67.91,73.67,4-4-2,ATHLETIC,P,0,2,G,CELTA,4-4-2,68.0,60.17,68.67,72.89,67,26,35
318,2022-04-17,73.0,71.79,72.56,74.33,4-2-3-1,SEVILLA,P,2,3,G,REAL MADRID,4-3-3,81.5,74.71,74.38,73.58,57,31,103
319,2022-04-18,86.33,68.21,68.0,74.06,4-3-3,BARCELONA,P,0,1,G,CADIZ,4-2-3-1,72.5,61.74,65.28,66.29,19,5,3
320,2022-04-19,74.17,62.46,63.5,61.44,4-4-2,MALLORCA,G,2,1,P,DEPORTIVO ALAVES,4-2-3-1,78.5,59.46,61.61,63.71,19,6,10
321,2022-04-19,76.83,60.83,71.21,64.75,4-2-3-1,REAL BETIS,P,0,1,G,ELCHE,5-4-1,73.17,61.27,55.28,66.67,20,18,16
322,2022-04-19,76.83,63.58,69.75,68.34,4-4-2,VILLARREAL,G,2,0,P,VALENCIA,3-5-2,79.0,64.62,69.48,65.17,19,11,28
323,2022-04-20,85.83,63.61,75.39,76.33,5-3-2,ATLETICO,E,0,0,E,GRANADA,4-2-3-1,71.83,63.54,67.15,71.0,34,10,12
324,2022-04-20,68.0,60.17,68.67,72.89,4-4-2,CELTA,P,0,2,G,GETAFE,5-3-2,77.0,59.67,63.28,64.92,7,7,7
325,2022-04-20,72.5,61.62,62.33,66.0,4-5-1,OSASUNA,P,1,3,G,REAL MADRID,4-3-3,81.5,72.42,72.44,73.61,13,18,54
