,portero_l,defensas_l,centrocampistas_l,delanteros_l,alineacion_l,local,Resultado_l,visitante,alineacion_v,portero_v,defensas_v,centrocampistas_v,delanteros_v,victorias_l,empates,victorias_v
141,76.83333333333333,63.76583333333334,71.54166666666667,62.777499999999996,4-2-3-1,REAL BETIS,E,ATHLETIC,4-2-3-1,77.16666666666667,66.20833333333333,63.625,60.69444444444445,38,42,54
142,85.83333333333333,61.444444444444436,74.91666666666667,74.33333333333333,5-3-2,ATLETICO,G,ELCHE,5-2-3,73.16666666666667,62.333333333333336,56.666666666666664,65.66666666666666,34,10,12
143,77.0,62.25,68.91111111111111,69.05555555555556,5-3-2,GETAFE,G,MALLORCA,5-4-1,70.33333333333333,61.29999999999999,64.83916666666667,54.5,12,9,13
144,78.83333333333333,61.16633333333332,68.08333333333334,68.1111111111111,5-3-2,CELTA,E,SEVILLA,3-6-1,73.0,70.43708333333333,69.58333333333333,64.25,45,20,54
145,72.5,63.76208333333333,64.0,65.91083333333333,4-4-2,CADIZ,E,ALMERIA,4-5-1,72.01620370370371,58.64625,62.041666666666664,62.166666666666664,15,7,5
146,78.16666666666667,63.05166666666667,64.80555555555556,66.77777777777779,4-3-3,REAL VALLADOLID,P,REAL MADRID,4-3-3,81.5,73.25,72.22222222222221,74.33333333333333,16,22,67
147,86.33333333333333,69.27777777777777,70.58333333333333,73.55555555555556,4-3-3,BARCELONA,E,ESPANYOL,4-2-3-1,70.5,61.971,67.94500000000001,64.72222222222221,125,49,46
148,77.66666666666667,62.0,67.94444444444444,66.8888888888889,4-4-2,R. SOCIEDAD,G,OSASUNA,5-3-2,79.0,60.904333333333334,62.54777777777778,69.66666666666667,57,23,28
149,78.0,64.625,67.55555555555556,71.29666666666667,4-2-3-1,VILLARREAL,G,VALENCIA,4-3-3,76.41666666666667,64.375,66.85166666666667,68.55555555555554,20,11,28
150,73.16666666666667,63.333333333333336,60.333333333333336,66.25,3-4-3,ELCHE,P,CELTA,5-3-2,78.83333333333333,61.16633333333332,68.08333333333334,69.8888888888889,15,12,20
151,76.41666666666667,64.375,68.33333333333333,68.55555555555554,4-3-3,VALENCIA,P,CADIZ,4-2-3-1,72.5,63.76208333333333,63.333333333333336,65.15888888888888,17,9,5
152,78.0,63.583333333333336,70.16666666666667,71.29666666666667,4-3-3,VILLARREAL,G,REAL MADRID,4-3-3,81.5,71.83333333333333,73.45833333333333,73.58333333333333,4,16,26
153,70.33333333333333,62.36666666666667,64.83333333333333,63.0,5-4-1,MALLORCA,G,REAL VALLADOLID,4-3-3,78.16666666666667,61.81,64.80555555555556,68.27777777777777,23,18,30
154,70.5,61.971,65.16666666666667,64.72222222222221,4-5-1,ESPANYOL,E,GIRONA,4-3-3,78.33333333333333,58.40583333333334,63.0,59.22222222222222,5,1,6
155,72.01620370370371,56.687916666666666,62.041666666666664,62.444444444444436,4-2-3-1,ALMERIA,P,R. SOCIEDAD,4-4-2,77.66666666666667,62.0,71.20833333333333,67.16666666666667,4,2,2
156,70.5,60.958333333333336,67.94444444444444,64.11111111111111,4-2-3-1,RAYO VALLECANO,P,REAL BETIS,4-2-3-1,76.83333333333333,60.25,71.54166666666667,62.777499999999996,11,15,21
157,73.0,70.55555555555556,69.96666666666667,68.16666666666667,3-5-2,SEVILLA,G,GETAFE,5-3-2,77.0,61.809666666666665,68.91111111111111,64.91666666666667,19,7,13
158,85.83333333333333,62.083333333333336,76.33333333333333,75.88888888888889,4-4-2,ATLETICO,P,BARCELONA,4-3-3,86.33333333333333,60.999583333333334,68.70833333333333,71.66666666666667,79,56,106
159,77.16666666666667,66.20833333333333,64.80555555555554,60.69444444444445,4-2-3-1,ATHLETIC,E,OSASUNA,4-2-3-1,79.0,58.74125,62.888888888888886,63.38888888888889,44,26,22
160,78.83333333333333,61.16633333333332,67.27777777777777,73.75,5-3-2,CELTA,E,VILLARREAL,4-3-3,78.0,66.5,70.33333333333333,73.33333333333334,14,7,13
161,78.16666666666667,61.81,62.958333333333336,66.79166666666667,4-3-3,REAL VALLADOLID,P,RAYO VALLECANO,4-2-3-1,70.5,60.958333333333336,64.66666666666667,64.11111111111111,31,17,20
162,78.33333333333333,58.40583333333334,61.166666666666664,64.8888888888889,4-2-3-1,GIRONA,G,SEVILLA,3-6-1,73.0,66.04166666666667,69.96666666666667,64.16666666666667,1,0,4
163,79.0,58.94416666666666,61.405,65.04166666666667,4-5-1,OSASUNA,G,MALLORCA,5-4-1,70.33333333333333,63.26666666666667,64.88083333333334,54.5,22,22,22
164,77.66666666666667,62.0,69.83333333333333,67.16666666666667,4-4-2,R. SOCIEDAD,G,ATHLETIC,4-2-3-1,77.16666666666667,66.20833333333333,63.625,60.69444444444445,57,46,70
165,77.0,62.25,68.91111111111111,69.05555555555556,5-3-2,GETAFE,P,ESPANYOL,5-2-3,70.5,63.571000000000005,67.94500000000001,66.33333333333333,13,10,13
166,72.01620370370371,56.166666666666664,62.916666666666664,66.8888888888889,4-3-3,ALMERIA,E,ATLETICO,4-5-1,85.83333333333333,67.55555555555556,74.5,77.08333333333333,2,5,8
167,72.5,63.76208333333333,63.333333333333336,65.15888888888888,4-2-3-1,CADIZ,E,ELCHE,3-6-1,73.16666666666667,61.71266666666667,60.333333333333336,65.66666666666666,19,16,12
168,76.83333333333333,58.682500000000005,68.25,62.777499999999996,4-2-3-1,REAL BETIS,P,BARCELONA,4-3-3,86.33333333333333,60.999583333333334,68.70833333333333,76.16666666666667,30,25,80
169,81.5,65.0,72.66666666666667,74.33333333333333,4-3-3,REAL MADRID,G,VALENCIA,4-3-3,76.41666666666667,65.41666666666667,66.72222222222223,68.55555555555554,108,43,57
170,70.33333333333333,62.833333333333336,64.83333333333333,63.0,5-4-1,MALLORCA,G,CELTA,5-3-2,78.83333333333333,59.249583333333334,65.5,68.1111111111111,15,11,20
171,70.5,60.958333333333336,70.19444444444446,64.11111111111111,4-2-3-1,RAYO VALLECANO,P,R. SOCIEDAD,4-4-2,77.66666666666667,62.0,71.0,65.33333333333333,15,14,20
172,70.5,63.50433333333333,67.94500000000001,66.33333333333333,4-4-2,ESPANYOL,G,REAL BETIS,4-2-3-1,78.5,57.01583333333334,67.66666666666667,62.777499999999996,47,39,45
173,85.83333333333333,67.55555555555556,75.16666666666667,74.61111111111113,4-5-1,ATLETICO,G,REAL VALLADOLID,5-3-2,78.16666666666667,64.81466666666667,62.333333333333336,67.72222222222223,61,23,28
174,73.0,62.333333333333336,69.96666666666667,68.16666666666667,3-6-1,SEVILLA,G,CADIZ,4-4-2,72.5,64.14916666666667,64.0,66.3275,26,13,6
175,78.0,63.125,67.55555555555556,71.29666666666667,4-3-3,VILLARREAL,G,GIRONA,4-2-3-1,78.33333333333333,56.03083333333334,61.166666666666664,64.8888888888889,8,3,10
176,73.16666666666667,59.34916666666667,60.333333333333336,66.11111111111111,3-4-3,ELCHE,E,OSASUNA,4-3-3,79.0,58.94416666666666,64.11,64.16666666666667,11,11,12
177,86.33333333333333,63.27722222222223,67.04166666666667,73.33333333333333,4-3-3,BARCELONA,G,GETAFE,5-4-1,77.0,61.809666666666665,68.91111111111111,64.91666666666667,27,7,4
178,77.16666666666667,67.355,64.80555555555554,68.1388888888889,4-2-3-1,ATHLETIC,P,REAL MADRID,4-3-3,81.5,67.83333333333333,72.44444444444444,74.33333333333333,76,44,120
179,76.41666666666667,68.438,65.91666666666667,68.6111111111111,4-4-2,VALENCIA,E,ALMERIA,4-5-1,72.01620370370371,54.375,62.916666666666664,62.166666666666664,8,2,2
180,72.01620370370371,58.47958333333333,62.041666666666664,70.94444444444444,4-2-3-1,ALMERIA,G,ESPANYOL,4-4-2,70.5,63.50433333333333,67.94500000000001,66.33333333333333,4,4,9
181,72.5,64.14916666666667,64.0,65.78583333333333,4-4-2,CADIZ,G,MALLORCA,5-4-1,70.33333333333333,63.26666666666667,66.50583333333334,54.5,17,15,19
182,78.33333333333333,55.73066666666666,63.5,54.833333333333336,4-5-1,GIRONA,P,BARCELONA,4-3-3,86.33333333333333,62.333333333333336,68.0,73.33333333333333,1,1,7
183,73.0,66.29166666666667,69.72222222222221,70.83333333333333,4-3-3,SEVILLA,G,ELCHE,3-6-1,73.16666666666667,58.916666666666664,60.333333333333336,66.11111111111111,24,12,14
184,77.0,61.809666666666665,68.91111111111111,64.91666666666667,5-3-2,GETAFE,P,REAL BETIS,4-2-3-1,76.83333333333333,58.291666666666664,66.40500000000002,62.777499999999996,11,10,13
185,78.16666666666667,64.47166666666668,64.5,70.8888888888889,4-3-3,REAL VALLADOLID,G,VALENCIA,4-3-3,76.41666666666667,66.74633333333334,65.91666666666667,68.55555555555554,25,27,48
186,79.0,58.94416666666666,60.69333333333333,69.04166666666667,4-5-1,OSASUNA,P,ATLETICO,4-4-2,85.83333333333333,65.70833333333333,74.8888888888889,77.08333333333333,28,15,47
187,78.83333333333333,60.41625,66.08333333333333,70.0,4-4-2,CELTA,G,ATHLETIC,4-2-3-1,77.16666666666667,65.45833333333333,70.1111111111111,60.583333333333336,36,26,67
188,81.5,65.0,72.125,72.94444444444444,4-3-3,REAL MADRID,E,R. SOCIEDAD,4-4-2,77.66666666666667,61.541666666666664,68.27777777777779,69.33333333333333,97,41,36
189,78.25,60.541666666666664,67.55555555555556,71.29666666666667,4-2-3-1,VILLARREAL,P,RAYO VALLECANO,4-2-3-1,70.5,60.958333333333336,66.1388888888889,61.61111111111111,15,6,6
190,77.16666666666667,66.20833333333333,67.56944444444444,49.97222222222223,4-2-3-1,ATHLETIC,G,CADIZ,4-2-3-1,72.5,63.352666666666664,65.91666666666667,67.1588888888889,18,7,10
191,70.5,63.694444444444436,69.83333333333333,67.27777777777779,4-4-2,ESPANYOL,E,OSASUNA,4-5-1,79.0,58.32458333333333,61.666666666666664,65.04166666666667,28,18,32
192,73.16666666666667,60.346000000000004,60.333333333333336,65.44444444444444,3-4-3,ELCHE,G,VILLARREAL,4-3-3,78.0,60.75,67.55555555555556,71.29666666666667,7,12,8
193,85.83333333333333,64.375,74.8888888888889,74.61111111111113,4-4-2,ATLETICO,E,GETAFE,5-3-2,77.0,59.26208333333333,67.72222222222223,69.05555555555556,27,9,4
194,76.83333333333333,58.291666666666664,71.125,63.666666666666664,4-2-3-1,REAL BETIS,P,CELTA,4-4-2,66.0,60.41625,65.5,65.61111111111111,33,24,28
195,70.33333333333333,63.400000000000006,64.7975,54.5,5-4-1,MALLORCA,G,REAL MADRID,4-3-3,70.83333333333333,66.8888888888889,71.375,73.77777777777779,15,12,42
196,78.33333333333333,58.89833333333333,63.208333333333336,58.5,4-4-2,GIRONA,G,VALENCIA,4-5-1,76.41666666666667,67.47133333333333,66.72222222222223,68.0,1,1,5
197,77.66666666666667,62.88888888888889,68.06222222222222,66.16666666666667,4-2-3-1,R. SOCIEDAD,P,REAL VALLADOLID,4-2-3-1,78.16666666666667,66.06222222222222,62.958333333333336,70.45833333333333,42,31,31
198,86.33333333333333,63.875,68.70833333333333,76.16666666666667,4-3-3,BARCELONA,G,SEVILLA,5-4-1,73.0,64.875,70.25,64.33333333333333,113,39,45
199,70.5,60.958333333333336,63.888888888888886,61.61111111111111,4-2-3-1,RAYO VALLECANO,G,ALMERIA,4-3-3,72.01620370370371,58.47958333333333,62.916666666666664,70.94444444444444,10,2,6
200,72.5,63.76208333333333,65.08333333333333,66.4525,4-4-2,CADIZ,G,GIRONA,4-4-2,78.33333333333333,56.03083333333334,63.208333333333336,58.5,4,2,4
201,72.01620370370371,58.47958333333333,64.625,55.055555555555564,4-2-3-1,ALMERIA,P,REAL BETIS,4-2-3-1,76.83333333333333,56.932500000000005,69.28000000000002,63.666666666666664,6,1,4
202,73.0,62.0,69.61111111111113,66.5,3-6-1,SEVILLA,G,MALLORCA,5-4-1,70.33333333333333,63.1,64.7975,54.5,32,24,19
203,76.41666666666667,64.20833333333333,66.72222222222223,68.55555555555554,4-3-3,VALENCIA,P,ATHLETIC,4-2-3-1,77.16666666666667,64.66666666666667,67.56944444444444,49.97222222222223,75,48,71
204,77.0,57.96055555555555,67.20791666666666,69.05555555555556,4-4-2,GETAFE,E,RAYO VALLECANO,4-2-3-1,70.5,60.958333333333336,63.888888888888886,64.11111111111111,8,7,11
205,66.0,62.943888888888885,66.375,65.61111111111111,4-4-2,CELTA,P,ATLETICO,4-3-3,85.83333333333333,64.375,75.3888888888889,74.16666666666667,28,23,77
206,78.16666666666667,66.06222222222222,62.958333333333336,70.45833333333333,4-2-3-1,REAL VALLADOLID,E,OSASUNA,4-3-3,79.0,59.72944444444445,62.07333333333332,64.16666666666667,28,33,41
207,78.0,63.583333333333336,68.75,72.27833333333335,4-4-2,VILLARREAL,P,BARCELONA,4-3-3,86.33333333333333,60.999583333333334,70.5,76.16666666666667,10,10,31
208,70.5,64.371,67.94500000000001,67.27777777777779,4-4-2,ESPANYOL,P,R. SOCIEDAD,4-5-1,77.66666666666667,62.88888888888889,68.27777777777779,68.0,53,44,63
209,70.83333333333333,72.0,72.44444444444444,73.6111111111111,4-3-3,REAL MADRID,G,ELCHE,3-5-2,73.16666666666667,59.41266666666667,56.52777777777778,66.66666666666667,34,12,6
210,78.33333333333333,51.590833333333336,64.22222222222223,60.166666666666664,4-4-2,GIRONA,G,ALMERIA,4-2-3-1,72.01620370370371,56.687916666666666,60.625,70.94444444444444,5,6,10
211,77.66666666666667,62.88888888888889,68.27777777777779,68.0,4-3-3,R. SOCIEDAD,E,CELTA,4-4-2,66.0,60.41625,65.5,65.61111111111111,57,34,41
212,78.5,60.26583333333334,68.25,65.16666666666667,4-2-3-1,REAL BETIS,G,REAL VALLADOLID,4-2-3-1,78.16666666666667,66.06222222222222,62.958333333333336,68.16666666666667,37,26,26
213,70.33333333333333,63.833333333333336,66.78555555555556,61.916666666666664,5-4-1,MALLORCA,G,VILLARREAL,4-3-3,78.0,63.791666666666664,67.72222222222221,71.96333333333332,15,12,20
214,72.5,57.61111111111111,62.888888888888886,65.54166666666667,4-3-3,OSASUNA,P,REAL MADRID,4-3-3,81.5,68.95833333333333,73.91666666666667,72.75,13,19,55
215,73.16666666666667,60.346000000000004,60.333333333333336,66.16666666666667,3-4-3,ELCHE,P,ESPANYOL,3-5-2,78.5,62.995416666666664,69.13000000000001,69.16666666666667,15,13,18
216,70.5,60.958333333333336,63.888888888888886,64.11111111111111,4-2-3-1,RAYO VALLECANO,E,SEVILLA,5-4-1,73.0,71.0,68.83333333333333,70.77777777777777,13,9,31
217,85.83333333333333,65.70833333333333,75.3888888888889,76.33333333333334,4-4-2,ATLETICO,G,ATHLETIC,4-2-3-1,70.83333333333333,66.20833333333333,66.55208333333333,65.45833333333333,92,36,81
218,86.33333333333333,61.79125,70.5,72.0,4-3-3,BARCELONA,G,CADIZ,4-2-3-1,72.5,63.54999999999999,65.0,67.1588888888889,20,5,4
219,77.0,59.26208333333333,64.5825,69.5,4-4-2,GETAFE,G,VALENCIA,4-3-3,76.41666666666667,65.41666666666667,66.72222222222223,63.88888888888889,12,9,19
220,73.16666666666667,60.291666666666664,60.333333333333336,66.625,3-6-1,ELCHE,P,REAL BETIS,4-2-3-1,78.5,58.682500000000005,69.6111111111111,64.27749999999999,17,18,21
221,78.5,63.93766666666667,69.13000000000001,69.16666666666667,4-3-3,ESPANYOL,G,MALLORCA,5-3-2,70.33333333333333,62.833333333333336,66.78555555555556,61.916666666666664,28,13,26
222,72.5,63.76208333333333,65.08333333333333,66.45833333333333,4-4-2,CADIZ,G,RAYO VALLECANO,4-4-2,70.5,60.958333333333336,60.333333333333336,64.91666666666667,14,14,18
223,81.5,67.25,72.22222222222221,74.33333333333333,4-3-3,REAL MADRID,E,ATLETICO,4-4-2,85.83333333333333,64.375,75.55555555555556,76.75,115,59,58
224,76.41666666666667,63.791666666666664,66.72222222222223,63.833333333333336,4-3-3,VALENCIA,G,R. SOCIEDAD,4-5-1,77.66666666666667,62.88888888888889,69.05555555555556,68.0,68,41,50
225,77.16666666666667,70.105,67.56944444444444,66.16666666666667,4-2-3-1,ATHLETIC,P,GIRONA,4-5-1,78.33333333333333,51.590833333333336,64.22222222222223,60.166666666666664,3,0,2
226,66.0,59.791666666666664,65.5,70.0,4-4-2,CELTA,G,REAL VALLADOLID,4-2-3-1,79.66666666666667,64.885,62.958333333333336,65.08333333333333,43,27,30
227,72.01620370370371,54.02125,61.125,66.0,4-4-2,ALMERIA,G,BARCELONA,4-3-3,86.33333333333333,64.33333333333333,69.2,73.83333333333333,0,2,13
228,73.0,66.75,70.08333333333333,66.61111111111111,3-6-1,SEVILLA,P,OSASUNA,4-3-3,79.0,58.74125,64.34083333333332,60.833333333333336,49,26,33
229,78.0,63.583333333333336,67.66666666666667,71.96333333333332,4-5-1,VILLARREAL,G,GETAFE,4-2-3-1,77.0,59.26208333333333,67.49999999999999,69.05555555555556,25,9,10
